media_id,entity_id,entity_type,media_type,url,source_url,authority,focal_point_x,focal_point_y,mobile_focal_point_x,mobile_focal_point_y,qa_status,notes
media:portrait:galio,char:galio,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Galio.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Galio.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:galio,char:galio,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Galio.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:gangplank,char:gangplank,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Gangplank.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gangplank.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:gangplank,char:gangplank,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gangplank.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:garen,char:garen,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Garen.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Garen.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:garen,char:garen,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Garen_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Garen.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:gnar,char:gnar,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Gnar.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gnar.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:gnar,char:gnar,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gnar_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gnar.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:gragas,char:gragas,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Gragas.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gragas.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:gragas,char:gragas,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gragas_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gragas.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:graves,char:graves,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Graves.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Graves.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:graves,char:graves,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Graves_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Graves.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:gwen,char:gwen,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Gwen.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gwen.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:gwen,char:gwen,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gwen_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Gwen.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:hecarim,char:hecarim,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Hecarim.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Hecarim.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:hecarim,char:hecarim,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Hecarim_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Hecarim.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:heimerdinger,char:heimerdinger,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Heimerdinger.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Heimerdinger.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:heimerdinger,char:heimerdinger,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Heimerdinger_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Heimerdinger.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:hwei,char:hwei,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Hwei.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Hwei.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:hwei,char:hwei,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Hwei_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Hwei.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:illaoi,char:illaoi,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Illaoi.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Illaoi.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:illaoi,char:illaoi,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Illaoi_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Illaoi.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:irelia,char:irelia,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Irelia.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Irelia.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:irelia,char:irelia,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Irelia_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Irelia.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:ivern,char:ivern,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Ivern.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Ivern.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:ivern,char:ivern,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ivern_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Ivern.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:janna,char:janna,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Janna.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Janna.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:janna,char:janna,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Janna_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Janna.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:jarvan-iv,char:jarvan-iv,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/JarvanIV.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/JarvanIV.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:jarvan-iv,char:jarvan-iv,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/JarvanIV_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/JarvanIV.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:jax,char:jax,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Jax.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Jax.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:jax,char:jax,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Jax_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Jax.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:jayce,char:jayce,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Jayce.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Jayce.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:jayce,char:jayce,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Jayce_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Jayce.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:jhin,char:jhin,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Jhin.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Jhin.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:jhin,char:jhin,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Jhin_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Jhin.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:jinx,char:jinx,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Jinx.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Jinx.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:jinx,char:jinx,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Jinx_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Jinx.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:k-sante,char:k-sante,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/KSante.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/KSante.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:k-sante,char:k-sante,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/KSante_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/KSante.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kai-sa,char:kai-sa,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Kaisa.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kaisa.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kai-sa,char:kai-sa,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kaisa_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kaisa.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kalista,char:kalista,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Kalista.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kalista.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kalista,char:kalista,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kalista_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kalista.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:karma,char:karma,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Karma.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Karma.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:karma,char:karma,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Karma_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Karma.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:karthus,char:karthus,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Karthus.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Karthus.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:karthus,char:karthus,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Karthus_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Karthus.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kassadin,char:kassadin,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Kassadin.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kassadin.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kassadin,char:kassadin,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kassadin_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kassadin.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:katarina,char:katarina,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Katarina.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Katarina.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:katarina,char:katarina,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Katarina_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Katarina.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kayle,char:kayle,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Kayle.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kayle.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kayle,char:kayle,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kayle_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kayle.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kayn,char:kayn,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Kayn.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kayn.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kayn,char:kayn,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kayn_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kayn.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kennen,char:kennen,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Kennen.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kennen.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kennen,char:kennen,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kennen_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kennen.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kha-zix,char:kha-zix,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Khazix.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Khazix.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kha-zix,char:kha-zix,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Khazix_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Khazix.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kindred,char:kindred,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Kindred.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kindred.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kindred,char:kindred,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kindred_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kindred.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kled,char:kled,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Kled.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kled.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kled,char:kled,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kled_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Kled.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:kog-maw,char:kog-maw,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/KogMaw.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/KogMaw.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:kog-maw,char:kog-maw,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/KogMaw_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/KogMaw.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:leblanc,char:leblanc,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Leblanc.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Leblanc.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:leblanc,char:leblanc,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Leblanc_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Leblanc.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:lee-sin,char:lee-sin,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/LeeSin.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/LeeSin.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:lee-sin,char:lee-sin,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/LeeSin_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/LeeSin.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:leona,char:leona,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Leona.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Leona.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:leona,char:leona,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Leona_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Leona.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:lillia,char:lillia,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Lillia.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Lillia.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:lillia,char:lillia,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lillia_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Lillia.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:lissandra,char:lissandra,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Lissandra.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Lissandra.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:lissandra,char:lissandra,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lissandra_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Lissandra.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:locke,char:locke,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Locke.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Locke.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:locke,char:locke,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Locke_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Locke.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:lucian,char:lucian,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Lucian.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Lucian.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:lucian,char:lucian,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lucian_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Lucian.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
media:portrait:lulu,char:lulu,CHAMPION,PORTRAIT,https://ddragon.leagueoflegends.com/cdn/16.18.1/img/champion/Lulu.png,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Lulu.json,RIOT_DATA_DRAGON,0.5,0.5,0.5,0.5,AUTO_DEFAULT,Square portrait; validate resolution.
media:splash:lulu,char:lulu,CHAMPION,SPLASH,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lulu_0.jpg,https://ddragon.leagueoflegends.com/cdn/16.18.1/data/en_US/champion/Lulu.json,RIOT_DATA_DRAGON,,,,,NEEDS_FOCAL_QA,Base splash. Store per-champion focal point after visual QA.
